review_title	review_content	movie_rating
 Flawed series 	Probably if I hadn't seen so much about the Pripyat nuclear accident, my rating of this series would have been higher.I remember when I was very young to hear my grandmother disgusted talking about Chernobyl nuclear accident. In the Spanish Civil War my grandparents were refugees in Crimea, so Ukraine was their second home. They even tried to adopt children, but this wasn't easy and couldn't ever be done.I happened to be really concerned about nuclear energy, always seeking the truth. There is a dilemma, because nuclear fision is the most dangerous in case of accident, but otherwise believe it or not is the less pollutant of the most extended ones. Except, of course, the natural renewable energy and the future nuclear fusion.I was very curious to see this, and people never stopped talking about it since it came out in Netflix. Specially because it was all around Valeri Legásov. Because of his suicide, not many footage or information is held about him in documentaries, and to me this was the strongest achievement they could have done. My first impression was of a letdown, because my expectations were maybe really high, but there was so much to talk about and only six slow going episodes.My reference is specially 2006's french docummentary "La bataille de Tchernobyl" not to say more docummentaries and data I've seen for many years.I'm not saying the docummentary is better than 2019's Chernobyl, which it is, but that's not what matters. What is important is that the information here leaves the series as an inaccurate approach for many reasons I will try to write down:1.- Legásov knows it all. Starting with the most annoying of all, as many of the things weren't even known back then. There isn't even a reunion of all the most important russian scientists, just this man knows it all with detail and he leads all. He doesn't even need a meter to know how many röentgens are anywere.2.- Too many licenses were taken. Where is Igor Kostin? Vladimir Greveniuk? Nikolay Antoshkin? Vassili Nesterenko? real heroes left out. And who is Ulana Khomyuk? People like Lyudmilla Ignatenko or Dyatlov coworkers expressed the lack of accuracy. Anatoly Dyatlov, Gorbachov and company are represented like mindless evil people, it's beyond ridiculous. Very little respect for many people that some of then aren't in this world anymore.3.- Cheap sensacionalism. The people suffering so fast at the hospital, people on the bridge, naked miners, the guy falling onto contaminated water, the divers death... things that never happened, as if the situation wasn't dramatic enough.So much potential wasted. There were so many details untapped... There are good things to be said about the Chernobyl 2019 series, the acting is good and the recreation of the reactor 4 (never been there) for all the pictures and footage I've seen looks horribly accurate and believable, but not the rest of the facts.Therefore, I cannot recommend this series, not because there aren't good things, but because of the misinformation. Go watch instead "La bataille de Tchernobyl", much more accurate, much more compelling and much, much more scarier.	4
 The movie is far from thuth. A lot of fake info to create a drama... 	These reviews only show how naive people are... And how easy it is to manipulate them as long as you can make a good movie :)Movie contains a lot of fake events, persons, accidents for extra dramma... Out of THOUSANDS of people working around the reactors about 100 shown any sings of radiation damage to their health. For over 20 years exactly 34 people of this group died... Almost half of them died for reasons not connected to the "disaster" iteself (car accidents etc.).Showing a helicopter crushing due to radiation was the most annoying scene I guess - you can check the original videos: the helicopter hit the crane with it's wing.According to witnesses there were several people on the bridge and they all survived watching the "explosion" of the reactor. If 95%+ of the reactor workers survived, how could all the people on the brigde die? That's such nonsense...Russians left no workers inside the reactor - they carried all the living people outside.The explosion wasn't even half as big as the show presented.I could go on and on... But it has no point. People just saw a movie and they gonna believe it's accurate without any further investigation because that's how most people think: it looks good then it must be truth...	5
 Unfortunate 	I very much enjoyed Chernobyl, it was gripping drama, interesting science and the settings and acting were great.But, after watching it I did a bit of fact checking. One of the central themes of the show is the importance of truth--but the show itself is mostly disinformation about a tragic, important event. Dramatic license I can understand--but this is too much and seems disrespectful to all involved.So, watch it for the drama, but don't believe a word; not even the "facts" at the end, which are weasel-worded and misleading.A missed opportunity to do good by telling the truth.	5
 It 's good but overrated!!! 	It is a strong show but the fact that they chose to portray all the scientists that handled the crisis in one person really took me out of it!!! I kept thinking why are we not seeing a big team of scientists conferring? It felt like a movie instead of real events, it was so unrealistic seeing one hero instead of what would actually happen!!!	5
 Too much lies. 	Along with the veracity of the events themselves, the authors absolutely lie about the USSR. Too much propaganda husk. Vodka, matryoshka, earflap, bear! Hello from Russia :)) Filmed well and authentic. But do not believe this farce completely.	5
 Starts off good but later lacks suspense and becomes quite boring 	I started watching this and was hooked on the first episode. 10/10 very easily for both the first and second episode, the third still very good. The fourth episode for me was very dull and uneventful, lots of dialogue and scenes curated to try and pull at your heart strings. I stopped watching 10 minutes into the fifth episode, it was just so dull and uneventful, just too much dialogue and no suspenseful scenes such as the ones which originated in the first episode which were incredible.This show starts off at a high pace with lots of well written scenes and suspense, but then simmers down very fast after the third episode.	5
 Great job, but problems with historical truth 	After the first episode.Great directors job, great shots and great arts.But really surprised how it is possible for the authors to use in the story the most speculative cliches of soviet propaganda . Dyatlov like an antogonist? U serious? Yes Dyatlov was rigid (rough?stern?) -- but he wasn't an idiot. Legasov (the part of the system) like a protagonist? Legasov who advocated his bosses (the main "authors" of Chernobyl) -- Aleksandrov (the head of RBMK-reactor project) and Dollezhal (a chief designer of RBMK-reactor) in IAEA (INSAG-1 report in 1986)?English director and american scriptwriter continued the soviet "regime" lies. Amazing.P.S. hope the next episodes will open the story in another light.	5
 Cinema version of truth divided by total lies about USSR period of Chernobyl disaster. 	This serial is somewhat nice - by details, by native look of the time when Chernobyl nuclear station disaster has happened... yet it has many notions and - most of them are total lies and twisting of the facts of what's really happened.You can visit youtube, find the evidence of _real_ ppl who worked on that station - removing radioactive elements from the top of semi-destructed block#4, seazing the fire toward other blocks of the Chernobyl station - you can turn english translation and see what _real_ ppl say about these series, about _lies_ has been shown in this cinema...You know, lies are faster being consumed when they're mixed with truly facts...If these series were made as TOTAL LIES version - they wouldn't get so high rating here on IMBD :) Think about it.	5
 Bangers & Mash...Chernobyl Style! 	Come on now, really? Was Chernobyl good enough to win an Emmy? Apparently so because that is what in fact it just did. First of all I was just put off by the British accents. The production team asked the Brit actors to "take the edge off" their British accents...really? Also saying they didn't want the actors portraying Russian accents to get in the way. Well if they are good actors then it shouldn't be that big of a deal one would think. Most films I've seen where actors speak English with a German or Russian accent seem to give the film credibility.So with that said Chernobyl is a story that needs to be told and remembered. Good cinematography and editing.	5
 No need to dig into someone else's underwear, when your laundry long stank 	For such a slap in the face of Russians, it is imperative to also create a series of 5 parts, but about the truth of the flights of Americans to the "Moon". Will he score as many points?) Americans and british love to seek out the truth from others, but for some reason never at home !!! Therefore, the feeling of watching is twofold. The series would be good if it did not have a secret intent under it - to expose the Soviet people as irresponsible slackers, who cannot be trusted. "What is a lie worth?" This expression must first glue on the forehead of all the Anglo-Saxons!!!!!!!!!!ps the expression "Comrade" was very funny to listen to. ps2 I had to send Armstrong with my friends to the roof. He is an expert in this, since he maintained much greater radiation and is still alive)))	5
 WHY ALL THE FUSS?! 	There's something very fishy going on here. I've only watched 1 episode but already I can see that the characters aren't great, the acting is average, the scrptings nothing special and the cinematography not mind blowing. But the BIGGEST thing is... No WAY is this better than Breaking Bad, Better Call Saul, The Wire, The Sopranos or any other of the hundreds of other amazing shows. maybe it picks up in EPs 2+3 but I wouldn't put this above 100 other shows. Seriously. And I know my stuff. What is going on with all these 10 reviews!?!? Something stinks here IMDab.	5
 Filmed very well, but greatly fictionalized 	I enjoyed this series, the acting is superb! However, I didn't watch it as a history lesson, nor should anyone take this series as 100% truth. With that being said a vast majority of this series was conjured and fictionalized. People will watch this and take it as gospel. I urge those that do watch this to charge themselves to research the true events of the Chernobyl nuclear disaster and not base it strictly on this series. The biggest fear pushing move was the fact that this series portrayed nuclear radiation as some sort of infectious virus. The plastic walls used on the heavily radiated workers that were ill, were for their own protection since their immune systems were compromised, not to prevent the spread of a radiation virus. Please research the truth for yourselves!	5
 Well made, but 50% fiction 	Fantastically well made, but like others have pointed out, this series is not historically accurate. I suspect the changes / fabrications are to make it more effective as anti-nuclear propaganda?The 3 stars are for good acting, cinematography and direction. 2 stars for doing an awesome job of portraying life in the USSR, with lots of authentic details. However since the script is mostly made up and a distortion of an important part of history, I have to warn people not to take this seriously and just view it as entertainment. Take for example the "bridge of death". It's a debunked urban myth. No one who were there died.	5
 um 	I haven't managed to get past the first episode because the use of english put me off so badly. it comes off as very inauthentic. as good of a production it may be, that really cheapens the whole thing for me. sorry hollywood try again x	5
 How ironic the movie is a lie as well 	Anyone who has studied the Soviet Union knows they lied and hid many things from the people of their own country, and Chernobyl was the same treatment. However in this mini-series the writers decided to completely make up a character for the movie, and it happens to be a "concerned scientist" Ulana Khomyuk that never existed in real life. This was done to supposedly represent the "scientific community" of the Soviet Union. However having a faked character also turns this into a fake drama, when there was no need to make up anything. The poor reactor design, the sloppy operators, the Soviet bureaucracy that covers up everything to hide the truth, the slow response and lies was more than enough to carry this by itself. Instead they manufactured a hero where none existed. Sort of what like the Soviet Union would do. The mini-series does have an authentic look to it, with good dialog and corrupt government officials, military people, and judges. Just try not to believe all of it.	5
 Totally over-hyped, from cold-war era USA! 	Visually, this mini series is stunning. That's all there is, though. For me, the first episode was a bit entertaining, the next four were just boring. But I don't take this as much of a negativity - they took a disaster and tried making it into an entertaining show. There's only so much one can do. I'm mostly bothered with the following two major points.1. It all looks like USA propaganda from the cold-war era. Visually, they created a Soviet Union that looks like a world from a Hollywood post-apocalyptic movie. The onl ything we needed was Will Smith and a dog, figthing the evil (Soveits) that was left after humans dissapierd. Every single shot of every single human structure (apart from the presidental palace) looks like nobody has been there for 50 years. Everyting is rusty, dirty, paint falling of, about to fall apart, nothing works. All people are grumpy, angry, mean, dirty, etc. It looks like the makers of this series really wanted to poot horns on these evil communists, but this would be a bit too politically incorrect.2. To me, it comes of as anti-nuclear propaganda. In reality, nuclear technology is the opposite, it's maybe the best source of energy we have, also taking into account impact to the environment and the number of people it directly or indirectly affect in a negative way. After watching this series, nuclear looks like the biggest evil there is. Well, after the Soviets of course.	5
 A disservice to reality 	Chernobyl's portrayal of the nuclear disaster (and radiation danger in general) is nothing less than untruthful. It directly feeds the mainstream belief that anything nuclear energy is some sort of pure evil that will kill millions on a whim, the belief that Chernobyl killed "hundreds of thousands", when modern studies show that it can only have killed dozens at most.This is not due to some Star-Wars-esque disinterest in physics. No, the lengths to which the show makers go to mis-portray radiation include making up hundreds of deaths that never happened, and showcasing radiation as a magical force that instantly melts people's face off, all for the sake of creating more drama. Even a cursory internet search could have enlightened them on the details of how, for example, no one on the famous bridge died to radiation poisoning, but the show makers must have deliberately chosen to enter the realm of fantasy and kill people off who suffered no ill effects in real life.The show is expertly shot, the acting is superb, and the tension is good. But to watch it felt like a promotional video for Greenpeace: a fancy video, filled with misleading factoids and outright lies. For all its craftiness, still no more than an insult to watch.	5
 Turning into a predictable and cheesy snoozefest. 	First episode was strong and then it goes downhill. 2nd episode had a lot of really poorly acted moments and episode 3 was an utter bore. I will change my rating if the episodes increase but wow, there was so much potential that has been wasted. The show has become pretentious and is on its way to becoming a flop. I expected each episode to improve but it hasn't and it's been really disappointing. Please stop forcing emotions out of the viewer and just be genuine. Please stop using shock value to keep us entertained, just have good writing and a good story. Please stop with the teenage drama subplots. This has potential but it is becoming a bust. These next few episodes need to pick up or else the series will turn into dust.	5
 A brilliantly told story that intentionally omits a large piece 	This story of Chernobyl is well told, well acted, and of deep importance. Stories such as this must be told in order for future generations to learn from the faults of the past. And the parallels to climate change are undeniable: an event that has not occurred before with implications for uncountable years to come, battled with denial as a result of fear. This series does a marvelous job of telling the events while showing these connections. But accurately depicting the language and accents, in my opinion, is part of accurately depicting the events and the culture surrounding those events.Despite my great appreciation of this series, I cannot help but be distracted by the choice to use English accents. I read the comments by the creator saying that putting on accents would distract from the acting and that the accent is irrelevant to what's going on in the story. Respectfully, I disagree. If that were the case, then why not just have a made up story resembling Chernobyl but taking place in a made up land, to make it applicable to any time? Why have Gorbachev have an English accent? I find this confusing. I can see some people thinking this event happened in England. Language and accents are part of what puts us in a time and place and adds to the accuracy of events. Would the Nazis be depicted with different accents? Would the events of 9/11 be depicted with George W. Bush having a Chinese accent or even a Boston accent?This series is very well done, but to be a great retelling, I believe there is more that needs to be captured than merely the events.	5
 No Horror scenes, Poor and Untrue story plot, too much Overacting 	Only good thing about this series is its Cinematography. I am not sure about how much of this story is true but from what I have read about this incident its very biased towards some of the characters from the real life and the entire country. The only reason why I watched this series is because of its incredibly high ratings and amazing review written about it. Many people have said that its better than many horror movies which is not true, I didn't find any scene that's scary also I didn't find the story to be that interesting. Only reason why I think this series got such a high rating is because of the political reasons against Russian Government as the effect of the incident was presented in overly exaggerated way. I will suggest that its better to watch something better but If you are interested about this incident than go read the articles or watch some documentary.	5
 I cannot believe everyone is going crazy for THIS. 	I do feel as an odd one out, but guys, please. Yes, this series gives you facts and correct sequences of events. It does show lots of soviet stuff and creates an atmosphere of the time. But 9.7 for this? Seriously? The acting is quite OK, the plot is based on something everyone has heard of, unless you had no idea all of this happened and thus got caught by surprise. It's a very average TV series, that's why I give it a 5. I have not once been glued to my seat in suspense, nor have I cried or related to any of the characters. I honestly had way better time watching The Office.	5
 Good but 	The accents just throw me off. It is funny to see this NOT commented on a lot for this show but every other show where "accents" are just not right they hammer it home. This show while nicely done is distracting to have english blokes named vasily and misha etc. Its too odd - cringy odd. It shows laziness. They said it was to have the actors focus on their role and not the voice acting lol. Come on...I enjoyed the show but was forced to use an alternative language post and that improved it dramatically to a 5. Too many other issues as others have stated however the praise outshines it. Tis fine - we all cannot agree.	5
 Theatric 	Don t get what everybody likes about thuis Oxford englisch speaking russians. Looks like some screenplay in Some town. I get the intention That everybody is holding down to sing like in Les Miserables.	5
 Snooze fest 	Meaning no disrespect to the many who died as a result of the lies and inaction during this event, this mini series bores me.	5
 Why do Russians have to have an English accent? 	I had given it 8 or 9 stars if the whole experience didn't feel so odd. Of course I know about the American obsession with accents. Anything older than 200 years or from a fantasy or fairy tale has to have an English, Australian, or Irish accent, for whatever reason. That's very nice for actors of those countries, who are much more in demand than they would be otherwise.BUT COME ON: Hundreds of Russians, all with distinguished English accents? I thought for stretches that I was watching an 80s BBC series set in Birmingham or Wolverhampton. Partly it was really comical. Not to speak about my Russian girlfriend who couldn't stop laughing about the various English accents which came virtually from everywhere and everyone. Indeed she would have preferred all actors to fake a Russian accent instead of being "so English" - me too. But at least she confirmed that the written Russian was mostly correct, although simplified and sometimes redundant.	5
 Fairly good, so far. 	The first episode is interesting. I remember when this happened very well. The only problem I am having with the show so far is that out of all of the Soviets that I have seen so far, NONE of them have even a hint of a Slavic accent, British all the way.	5
 Something isn't right here... 	I have never done a 'review' here yet but after seeing HBO's advert on english television about how Chernobyl is the "highest rated tv show on imdb", I thought I'd take a look at some of the reviews here. I have seen the first 3 episodes of Chernobyl so far (because that's as many that have aired so far), and I am really enjoying it albeit the weird mixed British accents do put me off quite badly sometimes. I am, however, not going to rate it until I have seen the whole thing. Reading through the reviews here, you'd think the entire series is some god-sent best series in the entire history of the world, but I assure you it's not nearly as good as the likes of Sopranos or Breaking bad or even Game of Thrones.. I am quite tempted to start calling fake on a lot of these reviews because it just seems so bizarre that they would shout so much praise before the series has finished.. Also, it's only going to be 6 episodes long, so HBO calling it a "tv show" is a bit of a stretch in my opinion.So, to those of you who are suspicious of the current rating of 9.7, you should be. It is most likely to be an almost entirely fabricated promotion with a ton of spin-doctored reviews and ratings. I'll give it a tentative 7/10 right now but let's not get too excited yet, eh?	6
 Mediocre 	Think about this: the show only gets such high score because it's based on an impactful real event. If it were a fictional event, the score would be much lower because the show is just entertaining. And it is not even historically accurate. Not bad, not a master piece.	6
 Great acting and storytelling - but extremely inaccurate 	First of all, who cares about accents and language when the acting is so good? This show is a master class in directing and production design.Unfortunately, it is also wildly inaccurate for a series ostensibly based on factual events. No, a nuclear power plant cannot explode like a thermonuclear bomb! No, a 5 megaton detonation cannot destroy a city 400 km away! No, an accident at single nuclear power plant cannot render most of Europe uninhabitable! No, a melted core cannot poison all water reserves and rivers in the Soviet Union! No, a fetus cannot "absorb" radiation thus "shielding" the mother.Less than 100 people died from the accident during the explosion or from radiation exposure in the subsequent clean up operation. The number of cancer cases caused by the accident is estimated by the UN to be around 4000 overall (of which most will be non-fatal). Compared to the amount of cigarettes smoked and vodka drunk in this series, the effects of long term radiation may be the least of their problems!The personal tragedies and the portrait of the Soviet incompetence and cynicism is more than enough to create a compelling drama, so it is frustrating that the creators of the show felt the need to overdramatize the consequences of the accident. It is doubly sad precisely because the show feels so authentic that most people watching it will come away thinking the Chernobyl accident and nuclear power in itself posed and poses an existential threat to the entire continent. Just look at all the reviews here praising the show's "authenticity". Dramatization is fine up to a point but as a portrayal of an actual event this kind of over dramatization is inexcusable.	6
 Surprisingly accurate (for now) 	When I heard that HBO is making a Chernobyl themed series, my first impression was that it would, in some way, be biased and overshadowed by the indiscreetly anti-Russian present political discourse. However as far as the first episode goes, this was not the impression. Things still might change in the upcoming episodes, though I really hope it would continue on the path of high standards that were set. And they are, for the most part, based on many already published documents, testimonies, memories and facts surrounding the Chernobyl nuclear catastrophe, even to the tiniest details. The fire fighter's uniforms for instance are spot on, as are pretty much all the sets.Authentic filming locations, very solid scriptwriting and a surprisingly high standard of cinematography for a cable series make Chernobyl (so far) a must-see. Sure, English accents spoil the authenticity, but then, this is an international production made for the international market and it works well as such.As for the music... one of Johansson's best.	6
 Good, but not as good as it is hyped up to be. 	Right, well with all the hype that the 2019 HBO mini-series "Chernobyl" have been getting, of course I would also eventually buckle and cave in, giving in to sitting down and watching all 5 episodes.And I ended up watching all 5 episodes in a continuous go; binge watching the entire mini-series. The creator, Craig Mazin, was really good at spellbinding the audience with each episode and leaving you wanting to know and see more, thus you continue on with one episode after another.I was 11 years old when this accident happened, and living in Denmark, we were just mildly affected by the repercussions of the nuclear accident. So it was something that sort of struck a bell with me.This story, while it is tragic and terribly, was also interesting and fascinating at the same time, especially with the way that it was presented throughout the mini-series.There is a great abundance of very nicely cast actors and actresses performing in "Chernobyl", and I must say that especially Jared Harris and Stellan Skarsgård stood out phenomenally. But actually everyone that appeared in the mini-series were nicely cast and put on good performances.But after the third episode, it felt like most of the steam started to vent from the balloon and the mini-series started to loose its iron grip and events became less intense and hard-hitting. But still, it was an enjoyable mini-series from start to end, no doubt about that.Personally, I think the HBO mini-series is hyped up a bit too much, and the high rating is sort of strange to me. Yes, "Chernobyl" was good and entertaining, an enjoyable production for sure, but it was hardly a masterpiece, which the high rating gives way to believe.And after having binge watched all 5 episodes, I doubt that I will ever return to watch "Chernobyl" a second time. While it was interesting and enjoyable, there simply wasn't enough meat to this mini-series that could substantiate a second viewing for me. Already familiar with the storyline and the events, there would be nothing to lure me back a second time.	6
 Propaganda piece 	Honestly the show is beautiful and engaging but a lot of it is pure propaganda. The Chernobyl accident itself killed less than 200 people. There was no dead baby. 80% of the first responders lived through ARS and a lot of the cancer that developed wasnt particularly fatal.If that's still too many dead for you, know that even the show's premise of "this could only happen in Soviet Russia" is really weak compared to the death tolls and environmental damage racked up by American Airlines and BP.The show's clear intent is to deride socialism in an age where the young have become disillusioned by capitalism. After all, what other relevance could a show about the perils of communism have in a post-Soviet world?Also falls real hard on the pathetic trope of showing you who the bad guys are by making a bunch of Soviet soldiers kill a whole lot of dogs. Just in case the audience was still leaning sympathizer I guess??	6
 Great work, but overrated 	Theres no doubt this series tells the story of Chernobyl well, with professional production and acting. Movies or shows based on real events tend to have this bias to them that increases ratings by at least 3 stars, simply because they actually happened.This tv show is very good and worth watching, but is in not comparable to shows like Breaking bad, or Sherlock; movies such as Shawshank Redemption, or The Dark Knight. I understand a shows greatness is subjective, but this film just did not grip me nearly as much as other great ones have.Simply put; Chernobyl seems a very necessary, quality, and educational production to be made, but at 9/10 it's overrated.	6
 Okay 	I found this to be a perfectly fine miniseries and nothing more. The dialogue was nothing special, the characters (besides Dyatlov) weren't memorable, and the story was excessively slow and drawn out. The first and last episodes were great intense looks at what happened in the control room, but the middle 3 episodes are pretty much just the 2 dull scientist leads trying to figure out what happened, it's not exactly gripping storytelling.Likely overrated because it came out at the same time as Game of Thrones season 8.	6
 But slow in the second half and also inaccurate. 	Great first 3 episodes, very tense and interesting, last 3 episodes were quite slow though and just simply not as exciting.There were quite a few inaccuracies, I found it particularly funny they inserted a female character instead of a bunch of scientists, typical Hollywood these days I suppose.Started well, could've been better with some adjustments.	6
 Overhyped 	A reasonable watch, have watched and studied a lot of material on this disaster previously. This is not "the best show" to come from HBO, there have been a number of better ones. Worth a once through watch, but slightly boring, wouldnt watch it over again as i do with some shows. Found some of the sound effects on certain episodes rather irritating while watching rather than tension building. For all the buzz around this miniseries i was excited, but after completing it was left pretty deflated.	6
 Excellent fictional drama/horror disguised as a true story! 	I just finished watching Chernobyl and deliberately didn't research it until after I finished. I wonder if I'd have bothered to watch it if I'd read some of the criticisms about its inaccuracies first! It was a very well made and acted drama and I'd recommend it for its excellent sets and glimpse into life in the USSR at that time but it was so disturbing when you watch it from the point of view that it's all true. I question the wisdom of putting oneself (and others) through that, which surely falls into the same category the film maker is trying to warn against - the dangers of withholding truth! ...Viewer beware!	6
 Well written, well acted, but kinda dull. 	I understand my opinion may not necessarily be a popular one but I cant help but feel as this TV show rolled on and ended it felt a little drawn out and lackluster. Having quite the interest in the actual event that took place many years ago I walked into this series with high expectations, and while I have no doubt this was a hit among others it was not the case in my view. Would I recommend this, definitely, will I remember it or watch it again, probably not.Chernobyl the TV show in my perspective will go down as just another show seen to fill the void, nowhere near bad by any means but nothing I would consider worthy of greatness.	6
 Kinda sorta getting boring 	A lot of these reviews are so fake, this show is not Deserving of a 10/10. First it is capitalizing and making money off of a tragic event that killed scores of humans, plants, animals and caused horrific environmental effects. Picture that for one second before you give me a blind down vote. This show is profitizing off of other people's suffering. Ok now to get to the juicy stuff- it's boring and too lecture-y. It is very repetitive. At some points I fast forward because it becomes tortuous to watch. It is a true self fulfilling prophecy. Please watch with caution but you might want to tape your eyes open ala A Clockwork Orange to stop snoozing from the boredom.	6
 The most overrated mini series of all time 	Yes they've made it very good, the director, actors, and all the staff have done a great job. The original event was a catastrophe and the story is very moving.But, where is the art in this? They just copied the original events, where is the creativity? If they just wanted to tell the truth they could have made a documentary. A TV series or the cinema in general is supposed to be entertaining. No offence but this one was really boring. I'm not talking about the original event, I'm talking about a TV Mini series. I feel most of the people who rated this high were rating it irrationally and emotionally. I'm sure a lot of them are actually from Ukraine and Russia and that area. I respect them and their feelings but this is not the way people are supposed to rate the movies and series. Other people are using these ratings to find enjoyable real entertaining stuff. If this was rated 7 I would never waste my time to watch it. I watched it till the end to see what's all the fuss about. People should learn to rate movies rationally not emotionally. The same is true for the movies that are made from video games. All of them are rated low. For example Silent Hill was really great but just because it wasn't exactly like the game, gamers rated it low. That's not good.	6
 Hollywood version of Chernobyl disaster 	There is a history and there is a Hollywood version of history. In this series they opted for a Hollywood version. I will not complain about the British English, since it has already been criticized here in many reviews. I see people generally don't agree with the language criticism for some reason. Maybe because they don't care or the series has, as usually, created a fan's cult. It is mind boggling to see so many people praising the accuracy of this series while in reality they just barely touched it. I will try to articulate why I stated that.I think the biggest idiotic mistake that the series did was to portray people, who are contaminated with radiation, as contagious. In reality, once a person's skin and clothing are washed, his or her ability to expose others to radiation is eliminated. The protective plastic screens around victims of ARS (Acute Radiation Syndrome), shown in the series, were not for the visitors but for the victims due to their weaker immune system. Portraying them as contagious was dangerous and irresponsible because In case of a similar accident in future, less knowledgeable people will be hesitant to help them. And it's not because of the general perception of people at that time that they portrayed it like that. Even the nurses and nuclear physicist Ulana Khomyuk presented similar views in the series.Another issue with the series was that they added a fictional character of Ulana Khomyuk, who by the way was always right. Why did they add a fictional character when they did so much research for the authenticity of costumes and set design? According to the writer, he wanted to present the Soviet liberties of women. If he wanted to do that, why didn't he just add the character of Maria Protsenko, who was the Sino-Russian Chief architect of Pripyat. She helped vacate the town after the disaster and even stayed, one year after the accident, in the 30-kilometer Exclusion Zone. She also helped the liquidators by creating hand-drawn copies of the maps (It was restricted to get the copier in the USSR). Or Angelina Guskova, who was a surgeon and radiation expert. She established radiation protection standards and medical management guidelines after nuclear accidents. She was in charge of the Moscow hospital which took care of the 132 ARS patients after the disaster.Let me explain to you why it is a bad thing to add fictional characters in a historical series. I watched the series when it was just released. Recently I got the chance to read a book about it. After reading many chapters I didn't find Ulana Khomyuk. When I did some research, I found out that she is a fictional character. I never imagined that a show, which is being praised for historical accuracy in the reviews, could add a totally fictional character. You can just imagine the knowledge of a person whose only research about Chernobyl is this series. For me it's a disservice to the men and women who actually faced that crisis bravely.There is a long list of inaccuracies. The naked miners or the urban legend of helicopter crash over the Bridge of Death. People who are interested in it, can go check the Wikipedia page. I am giving it 6 stars for the actors, special effect and the research they did to present the environment of that era. If you are someone who doesn't care about historical accuracies, this might be the best series. But If you do, just watch it by keeping in mind that a lot of things in this series are fictional.	6
 The show is great but where is the credit for the original? 	The show is beautifully acted and presented, but much of the story and even elements of the script are lifted from a BBC production from 2006.This irks me. for example:"Legasov: It seems there's almost no-one in this room who understands what this means. It's on fire. The graphite moderator, which in itself is just - unbelievably radioactive, and what's left of the fuel core, are on fire. Now, that's about two and a half thousand tons of carbon, which, burning at one ton an hour will burn roughly - for 3 months. And every day that it burns it will send into the atmosphere more radiation than has ever been released in - in all the nuclear accidents that have ever happened anywhere in the world all put together. Every day! For 3 months! You have my word that people that are asleep in their beds in this town tonight have effectively died today. As I speak, radiation is entering the bodies of everybody in this room, everybody outside for hundreds of miles. We can no longer pretend. It's criminal. And - and it's got to stop. And youpointing at Boris Scherbina -Legasov: have got to stop it."Quote from "Surviving Disaster - Chernobyl Nuclear Disaster", BBC, 2006.	6
 A good representation of an actual accident 	It is a good explanation of the unfortunate and sad accident in Chernobyl. I am not sure how much of it is exact but if it is completely based on facts it is very informative. However I really don't get this much hype for it. Am I missing something? Maybe I am but more than what I have said I can't find anything else in which it deserves this much compliment. A 9.7/10 seems certainty an overrated score to me.Do I recommend it? Yes. It is informative and has been well made. But there are many other shows and movies providing this quality and higher. So it is only a higher than average one no more.	6
 So slow and boring 	Quality drama but really slow and boring. I am struggling to finish it to be honest.	6
 What's up with the English accents? 	Good acting, but can't get over the English accents:(	6
 As good as it is...its still just chernobyl 	Its a HBO series, so you know its going to be good. And it does not disappoint, quality at every level.Series dips hard after ep2, the pacing slows down and it becomes extremely dramatic.As great as it is to have a quality docutainment on chernobyl, cant help but sense the anti-russia propaganda aspect of the show.Its worth watching once, as it is quite accurate and just engaging to watch, but you wont see anyone rushing to tell people about that great new series, on such a terrible disaster.Some things should be left in the past and this is definitely one of them, and im from ukraine.	6
 A hit with a few misses 	The show was great. Historical biopic about the nuclear explosion in the Ukraine in 1986. The cover up and the truth. The effect of the radiation and the clean up. The many, many deaths.So why am I not rating it 10/10 like everyone else? 2 major reasons.1. Set in the USSR and 90% of the actors spoke in a British accent. Very confusing and odd. Why couldn't they have had Russian accents or Russian actors? A few subtitles wouldn't have hurt either.2. It was an important story to tell and there was a lot to tell but it was so drawn out. 5 episodes could have been done in 2 or 3. I was very interested in the story but felt bored at times and wanted it to be condensed a bit.The final part with what happened to the people next was very beautifully done and it was great but I can't forgive the accents or the length.The comparison to Game of Thrones is laughable. Apples and Oranges.	6
 The left and their lies 	A stern warning of a show about the horrors of a nuclear meltdown in the Soviet regime and how it was brought about by the idealistically driven dishonesty and collectivistic propaganda of the far left. Wherein the writers shoehorn in their propagandistic Mary Sue-character Khomyuk. The left never learns.	6
 Well made but too many lies 	While this was well made, well acted, well shot, the utter amount of lies ruined it. And it wasn't even the usual Hollywood historical movie lies. Those such as fake people, fake drama, making Soviets and Russians look as ridiculous as possible. Those are overdone by Hollywood and can be expected. But why the lies about radiation? Its not a virus but they constantly treat it like one. Why in the ending credits that are supposed to clarify the truth were there so many lies?This ruined it for me.	6
 Good not great. 	Historically accurate and good acting. But i cant get over russians speaking english with scottish, american and british accents, its so weird. Narcos did it, there is no excuse for hbo.6 out of 10 is more than fair so far..	6
 Loved the season 1 teaser! 	This like many other brilliant shows get going and leave the season open for more. And then they just stop, leaving its fans wanting more. I'm sick of it! You get something as good as this. Look at its ratings, why abandon it now? Shame on you HBO!	6
